repo_id,n_modules,total_edges,cf_edges,has_cf,sec_reached,stars,forks,size_kb
79487689,18,5,5,1,0,58,12,1635
79557619,2,0,0,0,0,1,0,9978
79730366,1,0,0,0,0,1,0,10
79740071,1,1,0,0,0,0,0,7
79754802,1,0,0,0,0,0,6,14
79827906,8,8,8,1,1,57,24,16
79786529,13,6,5,1,1,19,26,21
79844252,2,5,4,1,0,0,0,38
79876823,1,0,0,0,0,0,0,2
79980047,1,0,0,0,0,0,0,17
79931173,1,0,0,0,0,9,2,20
79926616,2,1,1,1,1,170,173,5121
80002375,4,3,3,1,1,1,1,14
80038019,1,0,0,0,0,0,1,12
80053888,2,0,0,0,0,7,6,58
80226348,1,0,0,0,0,0,1,28
80369960,2,1,1,1,1,0,2,11
80456835,1,0,0,0,0,0,0,1
80383342,11,9,9,1,1,0,0,567
80457816,1,0,0,0,0,0,0,20
80516322,1,1,0,0,0,0,1,15
80540881,1,0,0,0,0,0,0,1210
80556897,2,2,1,1,1,6,2,17
80570400,1,0,0,0,0,0,0,5
80596115,1,0,0,0,0,0,0,7
80596312,1,1,0,0,0,63,14,30
80605665,1,0,0,0,0,0,0,19
80645057,7,6,6,1,1,17,8,28
80715897,1,0,0,0,0,11,7,12
80690775,1,0,0,0,0,0,1,15
80802113,1,0,0,0,0,0,2,31
80818724,1,0,0,0,0,2,1,114
80915626,1,0,0,0,0,0,1,35
80899964,1,0,0,0,0,0,0,54
80936380,1,0,0,0,0,0,0,1
80927447,1,0,0,0,0,0,0,20
80977369,1,0,0,0,0,0,0,7
81046056,3,0,0,0,0,0,0,4
81062469,1,0,0,0,0,0,0,3
81030982,2,1,0,0,0,3,2,13
81136250,2,1,1,1,1,0,0,3
81191569,1,0,0,0,0,0,1,23
81302261,1,0,0,0,0,0,0,10
81168696,6,6,5,1,0,39,15,58
81380124,2,0,0,0,0,0,0,12
81511403,1,0,0,0,0,1,0,7
81411985,2,0,0,0,0,26,11,21
81464059,2,1,1,1,0,2,1,6
81688361,1,0,0,0,0,4,1,15
81617250,4,3,0,0,0,34,10,1345
81615251,16,6,2,1,0,74,30,1548
81720206,2,0,0,0,0,6,0,19
81883877,2,0,0,0,0,0,0,64
81898654,1,0,0,0,0,1,1,5
81900014,1,0,0,0,0,0,0,66
81947461,6,5,5,1,1,2,1,11
81964152,1,3,0,0,0,0,2,47
82000920,3,0,0,0,0,1,0,404
82215230,18,11,10,1,1,6,6,291
82228045,1,0,0,0,0,0,2,4
82228380,1,0,0,0,0,2,1,74
82232563,1,0,0,0,0,0,1,43
81620471,69,136,136,1,1,600,267,36877
82284248,1,0,0,0,0,0,1,15
82294403,1,0,0,0,0,0,3,1
82382393,1,0,0,0,0,0,0,3
82244012,10,6,2,1,1,25,20,31193
82548946,1,0,0,0,0,2,30,2
82593782,1,0,0,0,0,0,0,10
82611590,1,0,0,0,0,0,0,12
82682457,1,0,0,0,0,0,0,15
82717601,1,0,0,0,0,7,15,6
82791852,11,9,9,1,1,4,0,46
82817188,4,2,0,0,0,17,16,32
82927361,2,2,1,1,0,0,0,4
83028288,1,0,0,0,0,0,0,10
83148472,1,0,0,0,0,22,17,4
83149204,1,0,0,0,0,3,1,22
83149344,1,0,0,0,0,15,9,16
83195021,2,1,1,1,1,0,0,769
83212060,1,0,0,0,0,0,0,6
83225209,8,4,4,1,1,10,21,35
83236552,1,0,0,0,0,0,0,7
